,Estado,Fecha,pediatricos hospitalizados con covid,adultos hospitalizados con covid,hospitalizados con sospecha o confirmacion de covid,pediatricos hospitalizados en UCI con covid,adultos hospitalizados en UCI con covid,camas pediatricas UCI,camas adultos UCI,hospitales con falta de personal,muertes por covid
33678,ND,2020-11-11,5.0,466.0,518.0,,68.0,118.0,144.0,23,9.0
33679,MO,2020-11-11,36.0,2097.0,2457.0,0.0,522.0,883.0,2055.0,46,37.0
33680,HI,2020-11-10,0.0,74.0,84.0,,15.0,118.0,237.0,1,2.0
33681,TX,2020-11-10,62.0,6790.0,7575.0,,1890.0,212.0,7408.0,137,107.0
33682,LA,2020-11-10,7.0,1233.0,677.0,,204.0,10.0,1876.0,41,5.0
33683,DC,2020-11-10,8.0,136.0,193.0,,27.0,226.0,389.0,2,2.0
33684,MI,2020-11-10,12.0,2559.0,2946.0,,569.0,674.0,2533.0,15,44.0
33685,NC,2020-11-10,16.0,1167.0,1650.0,,312.0,0.0,2451.0,5,22.0
33686,MD,2020-11-10,5.0,776.0,1184.0,,190.0,229.0,1284.0,8,9.0
33687,KY,2020-11-10,4.0,1159.0,1311.0,,310.0,0.0,1598.0,2,15.0
33688,ID,2020-11-10,5.0,360.0,372.0,,89.0,212.0,307.0,5,2.0
33689,MO,2020-11-10,18.0,2046.0,2328.0,,526.0,1049.0,2053.0,43,32.0
33690,NY,2020-11-10,26.0,1731.0,2625.0,,312.0,1401.0,5823.0,14,22.0
33691,WV,2020-11-10,2.0,301.0,365.0,,95.0,153.0,702.0,15,8.0
33692,AR,2020-11-10,4.0,738.0,881.0,0.0,241.0,495.0,1074.0,35,9.0
33693,MT,2020-11-10,11.0,407.0,477.0,0.0,86.0,64.0,227.0,15,4.0
33694,WY,2020-11-10,0.0,180.0,191.0,,31.0,0.0,132.0,6,2.0
33695,WA,2020-11-10,3.0,494.0,612.0,0.0,118.0,319.0,1280.0,16,9.0
33696,KS,2020-11-10,1.0,694.0,846.0,,193.0,233.0,809.0,32,9.0
33697,VA,2020-11-10,9.0,916.0,1280.0,,215.0,440.0,2106.0,29,7.0
33698,NE,2020-11-10,5.0,851.0,906.0,,206.0,30.0,623.0,17,10.0
33699,CA,2020-11-10,28.0,3243.0,4016.0,0.0,899.0,3489.0,7499.0,60,27.0
33700,CT,2020-11-10,3.0,593.0,728.0,,90.0,328.0,1077.0,7,6.0
33701,GA,2020-11-10,17.0,1649.0,2033.0,,469.0,249.0,2776.0,31,24.0
33702,NM,2020-11-10,2.0,591.0,655.0,,169.0,129.0,400.0,17,15.0
33703,RI,2020-11-10,3.0,238.0,244.0,,27.0,96.0,163.0,2,1.0
33704,CO,2020-11-10,19.0,1089.0,1278.0,,304.0,623.0,1322.0,9,20.0
33705,PA,2020-11-10,20.0,2428.0,2826.0,0.0,569.0,1065.0,3834.0,21,21.0
33706,IL,2020-11-10,35.0,4176.0,5170.0,1.0,856.0,1275.0,3875.0,35,46.0
33707,UT,2020-11-10,0.0,440.0,471.0,,169.0,418.0,640.0,8,2.0
33708,NJ,2020-11-10,9.0,1562.0,1858.0,,277.0,261.0,2237.0,10,19.0
33709,FL,2020-11-10,23.0,3132.0,4227.0,,744.0,1643.0,6216.0,8,202.0
33710,PR,2020-11-10,7.0,380.0,585.0,,69.0,15.0,690.0,9,35.0
33711,WI,2020-11-10,4.0,2179.0,2372.0,,439.0,362.0,1618.0,58,35.0
33712,OR,2020-11-10,8.0,283.0,382.0,0.0,62.0,185.0,819.0,3,0.0
33713,OK,2020-11-10,20.0,1153.0,1247.0,,319.0,401.0,1182.0,50,17.0
33714,IN,2020-11-10,8.0,2031.0,2550.0,,501.0,427.0,2205.0,25,22.0
33715,AL,2020-11-10,9.0,1209.0,1354.0,,359.0,0.0,1539.0,32,15.0
33716,SC,2020-11-10,5.0,685.0,788.0,,181.0,448.0,1309.0,33,9.0
33717,MS,2020-11-10,1.0,607.0,724.0,,163.0,264.0,769.0,16,12.0
33718,DE,2020-11-10,3.0,154.0,179.0,,30.0,172.0,180.0,0,1.0
33719,VI,2020-11-10,0.0,1.0,1.0,,1.0,,20.0,1,0.0
33720,NV,2020-11-10,4.0,831.0,939.0,,226.0,0.0,857.0,8,6.0
33721,IA,2020-11-10,7.0,1169.0,1224.0,,211.0,,686.0,9,15.0
33722,VT,2020-11-10,0.0,10.0,12.0,,4.0,,66.0,2,0.0
33723,AZ,2020-11-10,12.0,985.0,1334.0,,273.0,299.0,2001.0,25,15.0
33724,SD,2020-11-10,4.0,531.0,539.0,0.0,94.0,108.0,211.0,10,5.0
33725,MA,2020-11-10,5.0,512.0,659.0,,151.0,,1953.0,3,10.0
33726,TN,2020-11-10,11.0,1713.0,1877.0,0.0,495.0,0.0,2472.0,23,61.0
33727,MN,2020-11-10,20.0,1309.0,1532.0,,288.0,477.0,1010.0,29,11.0
33728,ME,2020-11-10,2.0,55.0,78.0,,17.0,59.0,332.0,7,1.0
33729,NH,2020-11-10,0.0,66.0,92.0,,15.0,67.0,284.0,5,0.0
33730,OH,2020-11-10,17.0,2716.0,3117.0,,648.0,1050.0,3882.0,28,32.0
33731,AK,2020-11-10,2.0,101.0,119.0,,19.0,78.0,139.0,4,6.0
33732,ND,2020-11-10,3.0,479.0,526.0,,68.0,127.0,134.0,22,5.0
33733,MS,2020-11-09,2.0,591.0,707.0,,175.0,271.0,779.0,15,13.0
33734,MN,2020-11-09,18.0,1239.0,1422.0,,256.0,475.0,1004.0,26,21.0
33735,AR,2020-11-09,1.0,709.0,811.0,0.0,235.0,491.0,1050.0,34,14.0
33736,TX,2020-11-09,41.0,6208.0,6967.0,,1841.0,218.0,7255.0,118,96.0
33737,SC,2020-11-09,4.0,662.0,759.0,,181.0,448.0,1308.0,31,11.0
33738,MD,2020-11-09,3.0,744.0,1122.0,,174.0,230.0,1276.0,9,10.0
33739,CT,2020-11-09,2.0,557.0,686.0,,97.0,328.0,1077.0,7,8.0
33740,SD,2020-11-09,3.0,535.0,548.0,0.0,101.0,100.0,207.0,11,6.0
33741,PA,2020-11-09,20.0,2310.0,2635.0,0.0,550.0,937.0,3836.0,21,25.0
33742,AZ,2020-11-09,10.0,973.0,1265.0,,258.0,302.0,1994.0,23,19.0
33743,NH,2020-11-09,0.0,59.0,85.0,,13.0,67.0,282.0,4,0.0
33744,ID,2020-11-09,6.0,351.0,361.0,,91.0,210.0,308.0,5,6.0
33745,VI,2020-11-09,0.0,1.0,1.0,,1.0,,20.0,1,0.0
33746,NJ,2020-11-09,6.0,1474.0,1687.0,,252.0,263.0,2231.0,10,16.0
33747,AL,2020-11-09,14.0,1168.0,1307.0,,341.0,0.0,1553.0,31,18.0
33748,MT,2020-11-09,8.0,427.0,478.0,0.0,85.0,64.0,226.0,14,9.0
33749,NC,2020-11-09,14.0,1149.0,1588.0,,334.0,0.0,2453.0,6,22.0
33750,PR,2020-11-09,11.0,370.0,571.0,,66.0,15.0,692.0,8,29.0
33751,GA,2020-11-09,31.0,1617.0,2050.0,,465.0,248.0,2754.0,28,25.0
33752,NM,2020-11-09,3.0,569.0,647.0,,165.0,127.0,400.0,19,11.0
33753,IL,2020-11-09,32.0,3947.0,4783.0,0.0,826.0,1055.0,3861.0,35,44.0
33754,WA,2020-11-09,2.0,463.0,562.0,0.0,117.0,323.0,1267.0,17,6.0
33755,CA,2020-11-09,29.0,3110.0,3857.0,,865.0,3463.0,7451.0,59,44.0
33756,OK,2020-11-09,26.0,1100.0,1197.0,,322.0,399.0,1184.0,46,14.0
33757,WI,2020-11-09,7.0,2114.0,2293.0,,431.0,376.0,1605.0,59,25.0
33758,DE,2020-11-09,4.0,165.0,184.0,,31.0,172.0,178.0,1,0.0
33759,MA,2020-11-09,2.0,477.0,623.0,,149.0,,1954.0,3,6.0
33760,VT,2020-11-09,0.0,8.0,10.0,,4.0,,66.0,1,0.0
33761,ND,2020-11-09,1.0,461.0,509.0,,64.0,121.0,135.0,22,3.0
33762,HI,2020-11-09,0.0,69.0,77.0,,15.0,123.0,228.0,1,0.0
33763,MO,2020-11-09,12.0,1947.0,2248.0,,533.0,851.0,2071.0,42,34.0
33764,MI,2020-11-09,11.0,2497.0,2832.0,,547.0,693.0,2552.0,13,30.0
33765,NY,2020-11-09,22.0,1635.0,2417.0,,312.0,1403.0,5811.0,16,28.0
33766,LA,2020-11-09,5.0,1232.0,665.0,,198.0,11.0,1894.0,41,4.0
33767,VA,2020-11-09,8.0,830.0,1133.0,,187.0,431.0,2065.0,30,5.0
33768,TN,2020-11-09,9.0,1627.0,1775.0,0.0,482.0,0.0,2468.0,22,49.0
33769,FL,2020-11-09,18.0,3025.0,3990.0,,698.0,1531.0,6375.0,9,194.0
33770,IN,2020-11-09,5.0,1880.0,2336.0,,479.0,427.0,2198.0,20,27.0
33771,OR,2020-11-09,7.0,262.0,363.0,0.0,52.0,184.0,817.0,4,4.0
33772,WY,2020-11-09,0.0,173.0,191.0,,35.0,0.0,132.0,6,1.0
33773,OH,2020-11-09,15.0,2502.0,2848.0,,617.0,1051.0,3854.0,23,30.0
33774,UT,2020-11-09,0.0,426.0,453.0,,168.0,417.0,644.0,8,3.0
33775,WV,2020-11-09,1.0,302.0,335.0,,93.0,153.0,702.0,15,3.0
33776,IA,2020-11-09,7.0,1110.0,1156.0,,198.0,,688.0,6,13.0
33777,RI,2020-11-09,2.0,222.0,229.0,,25.0,96.0,165.0,2,2.0
33778,DC,2020-11-09,7.0,136.0,187.0,,24.0,226.0,385.0,2,1.0
33779,CO,2020-11-09,15.0,1026.0,1177.0,,305.0,462.0,1321.0,8,10.0
33780,ME,2020-11-09,1.0,51.0,76.0,,22.0,59.0,330.0,7,1.0
33781,NE,2020-11-09,5.0,816.0,864.0,,198.0,30.0,623.0,17,11.0
33782,KY,2020-11-09,2.0,1097.0,1219.0,,298.0,0.0,1598.0,1,25.0
33783,AK,2020-11-09,2.0,103.0,122.0,,19.0,77.0,133.0,3,3.0
33784,NV,2020-11-09,5.0,810.0,878.0,,224.0,0.0,851.0,9,10.0
33785,KS,2020-11-09,1.0,679.0,791.0,,190.0,233.0,810.0,32,9.0
33786,MT,2020-11-08,8.0,432.0,495.0,0.0,81.0,64.0,222.0,15,7.0
33787,WY,2020-11-08,0.0,165.0,184.0,,36.0,0.0,132.0,6,3.0
33788,AR,2020-11-08,2.0,699.0,818.0,0.0,219.0,877.0,1034.0,36,7.0
33789,TX,2020-11-08,34.0,6128.0,6839.0,0.0,1825.0,216.0,7191.0,118,99.0
33790,HI,2020-11-08,0.0,75.0,88.0,,15.0,109.0,240.0,2,1.0
33791,OH,2020-11-08,29.0,2279.0,2711.0,0.0,578.0,1052.0,3884.0,24,30.0
33792,KY,2020-11-08,17.0,1053.0,1212.0,0.0,315.0,0.0,1598.0,3,14.0
33793,VI,2020-11-08,0.0,1.0,1.0,,1.0,,20.0,1,0.0
33794,CT,2020-11-08,2.0,507.0,651.0,,89.0,328.0,1077.0,6,9.0
33795,NC,2020-11-08,13.0,1109.0,1560.0,0.0,329.0,0.0,2443.0,2,19.0
33796,DC,2020-11-08,7.0,112.0,156.0,,31.0,215.0,392.0,2,0.0
33797,GA,2020-11-08,17.0,1580.0,1996.0,0.0,449.0,250.0,2759.0,28,27.0
33798,CA,2020-11-08,32.0,2998.0,3700.0,0.0,843.0,3471.0,7438.0,62,39.0
33799,TN,2020-11-08,9.0,1558.0,1710.0,0.0,474.0,0.0,2507.0,20,53.0
33800,AZ,2020-11-08,9.0,928.0,1244.0,0.0,263.0,298.0,1997.0,27,11.0
33801,AK,2020-11-08,11.0,97.0,124.0,,21.0,78.0,125.0,3,2.0
33802,ME,2020-11-08,1.0,45.0,73.0,0.0,13.0,59.0,328.0,6,0.0
33803,SD,2020-11-08,2.0,537.0,559.0,0.0,100.0,98.0,213.0,10,6.0
33804,FL,2020-11-08,18.0,2880.0,3866.0,0.0,687.0,1512.0,6386.0,11,213.0
33805,IN,2020-11-08,2.0,1703.0,2200.0,0.0,442.0,426.0,2202.0,23,22.0
33806,PA,2020-11-08,24.0,2073.0,2457.0,0.0,514.0,938.0,3858.0,23,19.0
33807,MA,2020-11-08,6.0,451.0,620.0,,142.0,,1954.0,4,9.0
33808,NM,2020-11-08,2.0,558.0,627.0,0.0,166.0,127.0,408.0,17,12.0
33809,OR,2020-11-08,6.0,254.0,350.0,0.0,51.0,185.0,820.0,2,1.0
33810,KS,2020-11-08,0.0,651.0,777.0,0.0,183.0,232.0,834.0,32,8.0
33811,AL,2020-11-08,9.0,1132.0,1316.0,0.0,326.0,0.0,1540.0,31,15.0
33812,MS,2020-11-08,3.0,590.0,707.0,0.0,167.0,264.0,752.0,15,8.0
33813,NV,2020-11-08,5.0,776.0,885.0,0.0,240.0,0.0,849.0,8,9.0
33814,WV,2020-11-08,1.0,315.0,342.0,0.0,93.0,153.0,704.0,14,0.0
33815,NE,2020-11-08,4.0,791.0,828.0,0.0,200.0,30.0,618.0,15,4.0
33816,ND,2020-11-08,3.0,455.0,490.0,,66.0,124.0,133.0,22,19.0
33817,MI,2020-11-08,9.0,2294.0,2616.0,0.0,551.0,689.0,2510.0,10,34.0
33818,NH,2020-11-08,0.0,55.0,86.0,0.0,10.0,67.0,282.0,5,0.0
33819,RI,2020-11-08,1.0,232.0,239.0,,29.0,96.0,169.0,2,1.0
33820,IL,2020-11-08,36.0,3659.0,4676.0,0.0,773.0,1055.0,3857.0,31,44.0
33821,LA,2020-11-08,7.0,1213.0,635.0,,188.0,11.0,1867.0,41,8.0
33822,ID,2020-11-08,5.0,341.0,362.0,0.0,90.0,211.0,308.0,5,5.0
33823,CO,2020-11-08,19.0,992.0,1142.0,0.0,310.0,625.0,1314.0,10,13.0
33824,WI,2020-11-08,5.0,1960.0,2136.0,,411.0,378.0,1599.0,50,24.0
33825,UT,2020-11-08,0.0,437.0,473.0,0.0,171.0,416.0,640.0,9,0.0
33826,IA,2020-11-08,8.0,1024.0,1077.0,,183.0,,686.0,9,13.0
33827,WA,2020-11-08,1.0,442.0,539.0,0.0,116.0,325.0,1275.0,16,1.0
33828,DE,2020-11-08,3.0,151.0,171.0,0.0,31.0,172.0,178.0,2,1.0
33829,MN,2020-11-08,18.0,1173.0,1372.0,,243.0,471.0,1014.0,27,16.0
33830,OK,2020-11-08,25.0,1015.0,1114.0,0.0,314.0,401.0,1178.0,44,11.0
33831,PR,2020-11-08,8.0,365.0,527.0,,65.0,,695.0,8,4.0
33832,MO,2020-11-08,14.0,1896.0,2201.0,0.0,504.0,829.0,2045.0,43,28.0
33833,NY,2020-11-08,18.0,1577.0,2303.0,,305.0,1382.0,5914.0,13,22.0
33834,VT,2020-11-08,0.0,3.0,6.0,,0.0,,67.0,1,0.0
33835,SC,2020-11-08,4.0,645.0,747.0,0.0,171.0,445.0,1294.0,32,16.0
33836,VA,2020-11-08,7.0,807.0,1148.0,0.0,180.0,430.0,2100.0,30,8.0
33837,NJ,2020-11-08,12.0,1348.0,1597.0,0.0,238.0,286.0,2233.0,10,11.0
33838,MD,2020-11-08,6.0,673.0,1021.0,0.0,166.0,242.0,1310.0,7,9.0
33839,NJ,2020-11-07,7.0,1254.0,1492.0,0.0,229.0,290.0,2237.0,11,19.0
33840,NY,2020-11-07,19.0,1531.0,2313.0,,300.0,1381.0,5894.0,13,17.0
33841,VT,2020-11-07,0.0,3.0,4.0,,0.0,,67.0,1,0.0
33842,ID,2020-11-07,2.0,324.0,344.0,0.0,80.0,211.0,307.0,6,3.0
33843,MI,2020-11-07,11.0,2149.0,2498.0,0.0,523.0,671.0,2546.0,10,31.0
33844,GA,2020-11-07,13.0,1587.0,2003.0,0.0,444.0,247.0,2759.0,32,24.0
33845,PR,2020-11-07,8.0,370.0,542.0,,69.0,15.0,682.0,8,5.0
33846,MN,2020-11-07,20.0,1139.0,1329.0,,239.0,472.0,1015.0,27,12.0
33847,DE,2020-11-07,3.0,147.0,163.0,0.0,26.0,172.0,178.0,2,2.0
33848,RI,2020-11-07,1.0,226.0,227.0,,29.0,96.0,170.0,2,1.0
33849,SC,2020-11-07,2.0,643.0,754.0,0.0,176.0,448.0,1295.0,32,16.0
33850,IN,2020-11-07,2.0,1639.0,2087.0,0.0,425.0,426.0,2209.0,24,26.0
33851,IA,2020-11-07,9.0,983.0,1027.0,,189.0,,687.0,7,13.0
33852,CT,2020-11-07,2.0,462.0,655.0,,84.0,330.0,1077.0,6,4.0
33853,UT,2020-11-07,0.0,428.0,462.0,0.0,158.0,416.0,640.0,9,4.0
33854,PA,2020-11-07,24.0,2033.0,2434.0,0.0,496.0,980.0,3857.0,23,26.0
33855,WA,2020-11-07,0.0,382.0,490.0,0.0,109.0,322.0,1307.0,11,3.0
33856,DC,2020-11-07,5.0,98.0,148.0,,27.0,208.0,396.0,2,1.0
33857,NM,2020-11-07,3.0,541.0,610.0,0.0,166.0,125.0,408.0,18,10.0
33858,KY,2020-11-07,13.0,1009.0,1180.0,0.0,290.0,0.0,1598.0,3,8.0
33859,MA,2020-11-07,3.0,434.0,622.0,,140.0,,1954.0,4,4.0
33860,AK,2020-11-07,8.0,104.0,127.0,,19.0,78.0,127.0,3,2.0
33861,WY,2020-11-07,0.0,147.0,168.0,,30.0,0.0,132.0,6,3.0
33862,KS,2020-11-07,1.0,632.0,778.0,0.0,186.0,232.0,833.0,31,9.0
33863,IL,2020-11-07,40.0,3445.0,4716.0,0.0,731.0,1055.0,3856.0,29,47.0
33864,OR,2020-11-07,8.0,230.0,340.0,0.0,48.0,182.0,820.0,3,12.0
33865,CA,2020-11-07,30.0,2895.0,3581.0,0.0,818.0,3501.0,7497.0,59,28.0
33866,MT,2020-11-07,8.0,420.0,483.0,0.0,78.0,64.0,228.0,15,6.0
33867,ND,2020-11-07,3.0,480.0,511.0,,67.0,122.0,134.0,21,7.0
33868,HI,2020-11-07,4.0,75.0,89.0,,15.0,109.0,242.0,2,0.0
33869,AR,2020-11-07,2.0,681.0,810.0,0.0,202.0,489.0,1049.0,38,7.0
33870,CO,2020-11-07,15.0,988.0,1174.0,0.0,306.0,614.0,1310.0,10,13.0
33871,AL,2020-11-07,8.0,1072.0,1272.0,0.0,304.0,0.0,1548.0,31,11.0
33872,NE,2020-11-07,4.0,739.0,787.0,0.0,185.0,30.0,624.0,16,6.0
33873,NC,2020-11-07,11.0,1109.0,1505.0,0.0,320.0,0.0,2446.0,3,23.0
33874,LA,2020-11-07,1.0,1174.0,590.0,,185.0,10.0,1885.0,42,8.0
33875,NV,2020-11-07,4.0,740.0,872.0,0.0,211.0,0.0,814.0,5,10.0
33876,MO,2020-11-07,13.0,1807.0,2109.0,0.0,476.0,857.0,2048.0,39,41.0
33877,ME,2020-11-07,0.0,43.0,62.0,0.0,16.0,59.0,332.0,6,2.0
33878,MD,2020-11-07,8.0,632.0,980.0,0.0,158.0,233.0,1262.0,8,6.0
33879,MS,2020-11-07,5.0,572.0,675.0,0.0,157.0,259.0,759.0,14,6.0
33880,OH,2020-11-07,20.0,2188.0,2583.0,0.0,567.0,1051.0,3911.0,28,25.0
33881,VI,2020-11-07,0.0,1.0,1.0,,1.0,,20.0,1,0.0
33882,SD,2020-11-07,3.0,519.0,539.0,0.0,97.0,107.0,205.0,10,8.0
33883,FL,2020-11-07,25.0,2769.0,3772.0,0.0,651.0,1497.0,6409.0,10,195.0
33884,AZ,2020-11-07,9.0,868.0,1182.0,0.0,242.0,298.0,1979.0,31,10.0
33885,VA,2020-11-07,8.0,781.0,1098.0,0.0,182.0,428.0,2098.0,30,16.0
33886,TX,2020-11-07,48.0,6015.0,6741.0,0.0,1757.0,215.0,6989.0,119,100.0
33887,WI,2020-11-07,4.0,1938.0,2103.0,,408.0,379.0,1600.0,51,30.0
33888,OK,2020-11-07,28.0,1009.0,1147.0,0.0,307.0,409.0,1174.0,43,19.0
33889,TN,2020-11-07,7.0,1492.0,1663.0,0.0,459.0,0.0,2461.0,19,53.0
33890,WV,2020-11-07,1.0,349.0,381.0,0.0,88.0,153.0,704.0,15,4.0
33891,NH,2020-11-07,0.0,53.0,86.0,0.0,9.0,67.0,282.0,4,0.0
33892,IA,2020-11-06,12.0,931.0,984.0,,207.0,,688.0,5,23.0
33893,AZ,2020-11-06,10.0,822.0,1134.0,0.0,227.0,301.0,2000.0,29,17.0
33894,WA,2020-11-06,4.0,400.0,513.0,0.0,115.0,320.0,1291.0,15,8.0
33895,WV,2020-11-06,2.0,347.0,391.0,0.0,92.0,153.0,700.0,15,8.0
33896,PA,2020-11-06,23.0,1916.0,2312.0,0.0,474.0,989.0,3865.0,22,34.0
33897,NC,2020-11-06,9.0,1128.0,1566.0,0.0,333.0,0.0,2458.0,3,21.0
33898,GA,2020-11-06,13.0,1589.0,1972.0,0.0,450.0,248.0,2764.0,35,19.0
33899,MD,2020-11-06,4.0,621.0,990.0,0.0,153.0,237.0,1265.0,8,12.0
33900,DC,2020-11-06,4.0,90.0,146.0,,19.0,232.0,396.0,2,2.0
33901,AR,2020-11-06,3.0,671.0,820.0,0.0,217.0,488.0,1047.0,36,15.0
33902,OR,2020-11-06,8.0,204.0,306.0,0.0,50.0,188.0,820.0,6,1.0
33903,FL,2020-11-06,23.0,2702.0,3668.0,0.0,630.0,1511.0,6404.0,10,204.0
33904,IL,2020-11-06,39.0,3341.0,4367.0,0.0,709.0,1055.0,3853.0,29,40.0
33905,CA,2020-11-06,31.0,2820.0,3495.0,0.0,807.0,3475.0,7516.0,61,33.0
33906,VI,2020-11-06,0.0,0.0,1.0,,1.0,,20.0,1,0.0
33907,VT,2020-11-06,0.0,3.0,9.0,,2.0,,67.0,1,0.0
33908,ND,2020-11-06,3.0,445.0,480.0,,60.0,126.0,135.0,22,2.0
33909,AL,2020-11-06,7.0,1055.0,1213.0,0.0,305.0,0.0,1553.0,31,27.0
33910,OK,2020-11-06,31.0,982.0,1138.0,0.0,301.0,406.0,1171.0,42,17.0
33911,DE,2020-11-06,5.0,143.0,161.0,0.0,28.0,172.0,178.0,2,1.0
33912,NH,2020-11-06,0.0,48.0,76.0,0.0,9.0,67.0,282.0,3,0.0
33913,IN,2020-11-06,5.0,1594.0,2056.0,0.0,442.0,422.0,2218.0,24,16.0
33914,UT,2020-11-06,0.0,405.0,434.0,0.0,148.0,416.0,640.0,9,0.0
33915,MT,2020-11-06,5.0,421.0,481.0,0.0,82.0,64.0,228.0,19,5.0
33916,VA,2020-11-06,12.0,778.0,1068.0,0.0,193.0,425.0,2073.0,30,14.0
33917,AK,2020-11-06,5.0,96.0,111.0,,26.0,78.0,135.0,3,1.0
33918,ME,2020-11-06,0.0,38.0,62.0,0.0,15.0,58.0,333.0,7,1.0
33919,SC,2020-11-06,1.0,656.0,771.0,0.0,175.0,448.0,1313.0,33,14.0
33920,MN,2020-11-06,24.0,1084.0,1291.0,,230.0,511.0,1004.0,27,18.0
33921,CO,2020-11-06,10.0,956.0,1085.0,0.0,294.0,619.0,1323.0,10,7.0
33922,MI,2020-11-06,7.0,2075.0,2414.0,0.0,463.0,844.0,2523.0,12,27.0
33923,KY,2020-11-06,14.0,1016.0,1212.0,0.0,300.0,0.0,1598.0,2,13.0
33924,ID,2020-11-06,2.0,315.0,329.0,0.0,81.0,211.0,307.0,6,4.0
33925,NJ,2020-11-06,7.0,1227.0,1456.0,0.0,233.0,286.0,2234.0,11,11.0
33926,CT,2020-11-06,3.0,430.0,554.0,,86.0,328.0,1077.0,6,9.0
33927,OH,2020-11-06,21.0,2170.0,2535.0,0.0,547.0,1044.0,3896.0,26,19.0
33928,WY,2020-11-06,0.0,143.0,166.0,,33.0,0.0,132.0,6,2.0
33929,MS,2020-11-06,6.0,556.0,662.0,0.0,152.0,263.0,771.0,17,14.0
33930,TX,2020-11-06,52.0,6105.0,6939.0,0.0,1763.0,216.0,7279.0,130,107.0
33931,NY,2020-11-06,16.0,1499.0,2254.0,,310.0,1385.0,5928.0,14,11.0
33932,RI,2020-11-06,1.0,218.0,218.0,,26.0,96.0,170.0,2,1.0
33933,HI,2020-11-06,0.0,72.0,89.0,,14.0,109.0,242.0,2,1.0
33934,TN,2020-11-06,6.0,1518.0,1675.0,0.0,459.0,0.0,2453.0,21,52.0
33935,NE,2020-11-06,6.0,730.0,789.0,,174.0,30.0,624.0,17,17.0
33936,PR,2020-11-06,6.0,326.0,544.0,,65.0,15.0,689.0,9,36.0
33937,KS,2020-11-06,2.0,635.0,783.0,0.0,183.0,226.0,821.0,31,9.0
33938,MA,2020-11-06,7.0,413.0,615.0,,125.0,,1952.0,4,10.0
33939,LA,2020-11-06,2.0,1181.0,603.0,,189.0,10.0,1892.0,42,10.0
33940,WI,2020-11-06,6.0,1933.0,2092.0,,405.0,377.0,1608.0,50,24.0
33941,MO,2020-11-06,13.0,1784.0,2085.0,0.0,487.0,1001.0,2085.0,44,31.0
33942,SD,2020-11-06,3.0,494.0,516.0,0.0,100.0,106.0,199.0,10,6.0
33943,NV,2020-11-06,5.0,706.0,809.0,0.0,210.0,0.0,856.0,7,9.0
33944,NM,2020-11-06,5.0,528.0,606.0,0.0,158.0,127.0,405.0,17,4.0
33945,WA,2020-11-05,1.0,392.0,493.0,0.0,121.0,266.0,1172.0,14,5.0
33946,CA,2020-11-05,32.0,2766.0,3540.0,0.0,814.0,3440.0,7535.0,62,39.0
33947,LA,2020-11-05,2.0,1195.0,633.0,,193.0,9.0,1881.0,42,5.0
33948,AZ,2020-11-05,9.0,792.0,1071.0,0.0,214.0,302.0,2006.0,28,11.0
33949,PR,2020-11-05,7.0,376.0,516.0,,62.0,15.0,696.0,8,33.0
33950,OH,2020-11-05,18.0,2066.0,2467.0,0.0,536.0,1047.0,3917.0,27,22.0
33951,PA,2020-11-05,16.0,1874.0,2254.0,0.0,469.0,993.0,3859.0,25,16.0
33952,MI,2020-11-05,13.0,1998.0,2297.0,0.0,462.0,722.0,2543.0,12,23.0
33953,HI,2020-11-05,0.0,71.0,86.0,,12.0,109.0,242.0,1,0.0
33954,OK,2020-11-05,22.0,978.0,1074.0,0.0,310.0,402.0,1171.0,49,18.0
33955,GA,2020-11-05,12.0,1473.0,1856.0,0.0,460.0,246.0,2763.0,32,17.0
33956,CO,2020-11-05,13.0,861.0,1015.0,0.0,284.0,549.0,1327.0,7,14.0
33957,UT,2020-11-05,0.0,402.0,433.0,0.0,154.0,416.0,640.0,6,1.0
33958,MS,2020-11-05,6.0,562.0,659.0,0.0,159.0,263.0,769.0,17,9.0
33959,NH,2020-11-05,0.0,45.0,90.0,0.0,8.0,67.0,282.0,2,0.0
33960,VA,2020-11-05,10.0,770.0,1060.0,0.0,188.0,424.0,2071.0,29,13.0
33961,ND,2020-11-05,3.0,437.0,480.0,,61.0,127.0,133.0,22,2.0
33962,MN,2020-11-05,22.0,1041.0,1235.0,,229.0,477.0,1041.0,27,12.0
33963,IA,2020-11-05,9.0,904.0,956.0,,190.0,,686.0,8,7.0
33964,KS,2020-11-05,2.0,628.0,761.0,1.0,177.0,233.0,813.0,29,10.0
33965,SD,2020-11-05,3.0,478.0,486.0,0.0,95.0,101.0,205.0,10,6.0
33966,DE,2020-11-05,1.0,145.0,159.0,0.0,27.0,172.0,178.0,2,1.0
33967,AK,2020-11-05,5.0,98.0,112.0,,26.0,78.0,126.0,3,0.0
33968,NV,2020-11-05,3.0,678.0,769.0,0.0,190.0,0.0,860.0,6,3.0
33969,NC,2020-11-05,7.0,1142.0,1525.0,0.0,329.0,0.0,2449.0,3,27.0
33970,KY,2020-11-05,15.0,1060.0,1229.0,0.0,312.0,0.0,1598.0,2,10.0
33971,VT,2020-11-05,0.0,3.0,5.0,,3.0,,67.0,1,0.0
33972,OR,2020-11-05,8.0,182.0,275.0,0.0,41.0,191.0,820.0,4,4.0
33973,AL,2020-11-05,12.0,1047.0,1230.0,0.0,307.0,0.0,1557.0,33,19.0
